x	MP_E25_2B_DY20	MP_E29_1B_DY20	MP_E31_1B_DY20	MP_E33_1B_DY20	MP_E27_2B_DY20	MP_E35_1B_DY20	MP_E37_1B_DY20	MP_E71_1B_DY20	MP_E294_1B_NO20	MP_E40_1B_DY20	MP_E290_2B_NO20	MP_E42_1B_DY20	MP_E288_1B_NO20	MP_E46_1B_DY20	MP_E296_1B_NO20	MP_E44_DY20	MP_E298_1B_NO20	MP_E300_2B_NO20	MP_E268_1B_NO20	MP_E266_2B_NO20	MP_E48_1B_DY20	MP_E264_1B_NO20	MP_E50_1B_DY20	MP_E262_1B_NO20	MP_E260_2B_NO20	MP_E52_1B_DY20	MP_E258_2B_NO20	MP_E54_2B_DY20	MP_E63_1B_DY20	MP_E61_1B_DY20	MP_E59_1B_DY20	MP_E236_1B_NO20	MP_E57_1B_DY20	MP_E65_1B_DY20	MP_E256_1B_NO20	MP_E254_NO20	MP_E252_2B_NO20	MP_E67_1B_DY20	MP_E248_2B_NO20	MP_E69_1B_DY20	MP_E246_1B_NO20	MP_E244_2B_NO20	MP_E26_1B_DY20	MP_E30_1B_DY20	MP_E32_1B_DY20	MP_E34_1B_DY20	MP_E28_1B_DY20	MP_E36_2B_DY20	MP_E38_1B_DY20	MP_E72_1B_DY20	MP_E293_1B_NO20	MP_E39_1B_DY20	MP_E289_2B_NO20	MP_E43_1B_DY20	MP_E287_1B_NO20	MP_E47_1B_DY20	MP_E295_1B_NO20	MP_E45_1B_DY20	MP_E297_1B_NO20	MP_E299_1B_NO20	MP_E271_1B_NO20	MP_E267_1B_NO20	MP_E49_2B_DY20	MP_E263_2B_NO20	MP_E51_1B_DY20	MP_E261_1B_NO20	MP_E259_1B_NO20	MP_E53_2B_DY20	MP_E257_1B_NO20	MP_E55_1B_DY20	MP_E64_1B_DY20	MP_E62_1B_DY20	MP_E60_1B_DY20	MP_E235_1B_NO20	MP_E58_2B_DY20	MP_E66_1B_DY20	MP_E255_1B_NO20	MP_E253_NO20	MP_E251_1B_NO20	MP_E68_1B_DY20	MP_E247_1B_NO20	MP_E70_1B_DY20	MP_E245_1B_NO20	MP_E243_1B_NO20
ASV_41	93	14	0	9	0	0	637	63	0	94	7	329	0	5737	0	118	24	0	0	0	146	0	0	0	0	57	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	241	15	86	0	163	3	2522	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_42	0	244	61	403	20	0	132	328	5	502	58	1339	53	0	55	143	38	53	10	37	1422	33	356	3	13	731	4	446	0	0	37	0	0	104	11	0	0	31	7	212	0	2	11	57	54	49	34	10	35	175	0	351	126	216	111	260	40	303	36	52	0	0	25	4	84	15	23	68	27	49	0	0	0	2	57	82	7	0	0	0	0	0	0	0
ASV_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_44	0	11	0	2	0	0	76	131	0	196	93	735	14	290	5	125	17	27	0	399	554	124	1636	97	1396	271	64	163	0	6	0	0	0	0	7	4	1	7	0	0	0	0	42	0	21	12	0	15	0	10	18	128	185	0	29	231	0	428	0	10	0	0	22	0	507	0	45	261	55	31	0	0	6	0	0	0	0	0	3	4	0	10	0	2
ASV_45	106	446	159	357	22	212	82	300	35	73	140	229	123	4	32	151	83	179	35	171	482	179	226	115	462	111	19	61	152	65	114	0	401	75	48	22	45	159	111	91	73	59	23	65	25	17	59	0	54	63	53	46	283	227	269	59	41	165	113	121	12	69	173	45	128	13	45	77	64	102	5	0	0	35	0	14	19	0	0	0	0	0	0	0
ASV_46	2	176	406	327	47	82	115	0	7	19	6	112	176	0	17	0	21	218	8	0	20	0	0	10	29	26	0	40	42	137	62	3	26	20	0	113	7	174	0	15	0	15	104	8	124	37	81	27	424	141	53	84	7	81	238	87	15	15	0	84	33	40	76	32	286	39	0	135	219	608	344	1382	19	0	447	23	20	0	11	121	29	450	8	50
ASV_47	183	4693	1324	735	0	89	103	65	0	0	0	24	0	17	0	22	25	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	3	0	11	0	8	9	0	179	4	476	28	3	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1573	1985	833	0	1382	110	0	0	0	1359	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	43	34	0	0	0	0	0	0	2	28	0	0	0	0
ASV_49	0	0	0	0	13	0	302	51	27	268	60	282	28	1262	0	553	29	21	521	0	64	0	2	0	0	15	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	3	119	96	361	152	212	13	369	0	2150	95	12	53	571	47	9	0	43	27	7	11	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_50	0	0	0	0	0	0	0	0	4821	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	2661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51	7	83	55	138	0	0	36	281	46	123	211	0	151	2	22	174	165	148	33	189	197	362	423	57	179	186	10	47	0	2	0	0	0	0	18	0	1	0	0	0	10	5	12	5	0	0	0	0	287	552	81	222	374	315	159	198	21	54	171	93	119	110	350	66	226	25	90	122	149	223	0	0	0	0	0	0	0	1	0	0	1	0	3	0
ASV_52	34	674	1218	1369	0	149	198	360	0	194	73	60	20	104	59	39	39	22	6	70	98	46	0	17	121	95	0	71	0	0	12	0	0	2	0	0	0	0	0	3	0	0	1	0	0	14	276	105	467	9	19	232	191	0	14	138	18	362	25	10	21	0	61	1	0	0	0	0	13	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_53	143	1612	1747	1178	6	89	916	53	1	0	0	34	0	0	0	0	0	0	0	0	13	0	0	0	0	17	0	1	0	0	0	0	9	6	0	0	0	0	3	0	0	0	2	89	80	12	783	0	14	149	0	18	2	55	0	0	0	19	0	0	0	0	0	0	0	0	0	5	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_54	24	0	0	53	0	51	128	23	35	0	544	30	0	0	231	45	440	0	126	414	130	97	0	0	88	50	49	86	0	0	67	0	116	88	0	52	142	135	27	214	67	100	10	0	38	36	44	5	17	0	105	0	581	0	10	0	87	0	0	2	0	368	25	1100	29	253	74	0	18	0	10	95	122	139	59	0	17	3	39	0	17	0	6	30
ASV_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6039	0	0	0	0	0	504	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_56	110	432	213	465	0	58	130	155	26	469	46	626	5	27	34	97	75	10	2	52	683	164	14	44	24	516	0	114	0	0	6	0	44	39	0	36	0	15	27	37	27	0	0	0	0	6	78	0	19	7	33	458	46	105	21	107	24	616	5	0	0	4	4	0	0	0	0	34	0	192	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV_57	0	0	0	0	30	0	90	0	38	0	203	66	0	109	0	178	99	15	458	65	206	53	23	0	0	0	0	7	0	58	0	9	78	0	0	150	106	16	33	26	79	29	389	0	0	120	0	7	0	162	155	60	166	17	22	0	0	10	192	0	1354	963	301	0	0	0	27	0	32	5	12	0	0	105	0	0	0	14	59	0	0	21	21	48
ASV_58	0	0	0	19	335	0	38	0	0	0	0	116	42	0	18	62	0	59	0	86	46	17	561	0	0	93	0	47	0	30	0	0	0	30	0	28	43	16	0	245	0	0	14	138	172	244	0	134	347	194	0	0	0	75	49	69	5	0	0	18	16	0	42	22	367	0	0	532	29	156	138	170	94	0	715	89	15	42	14	149	28	387	4	31
ASV_59	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	1276	1946	30	1558	47	0	2	0	228	0	131	0	6	0	0	0	0	0	0	5	8	0	76	0	0	0	87	0	0	0	0	0	10	12	0	0	0	0	0	0	0	46	23	27	49	43	0	0	0	0	0	0	0	0	0
ASV_60	0	47	54	81	159	0	0	10	13	35	50	56	100	0	63	298	0	83	1	6	0	0	33	0	0	17	2	37	57	73	57	0	65	14	14	25	0	41	0	39	16	15	0	175	55	67	19	144	260	492	45	56	96	181	91	58	16	0	9	43	21	27	118	54	1288	35	26	60	69	76	158	60	17	9	158	70	15	58	40	81	26	302	9	36
ASV_61	0	0	0	0	5	0	0	0	0	12	174	0	47	0	27	755	36	37	0	0	0	0	192	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	115	0	0	14	12	35	31	0	30	191	120	60	51	246	51	52	139	0	0	31	16	13	171	110	408	131	123	588	133	103	0	215	342	210	74	100	31	3	8	23	277	20	346	16	77
ASV_62	0	0	0	0	73	0	0	0	0	13	0	0	0	0	0	392	3	7	3	0	0	0	23	0	0	0	0	0	0	7	9	0	12	403	41	323	173	20	152	1033	274	254	77	60	24	64	0	129	96	33	5	26	0	65	5	179	0	0	0	3	0	28	106	56	567	76	29	15	63	3	34	37	0	33	34	139	28	28	27	34	11	166	59	411
ASV_63	0	13	77	51	112	45	71	52	0	20	29	28	27	71	0	56	0	38	0	1	0	0	474	0	0	17	0	11	0	0	0	0	4	27	1	0	0	0	0	57	0	0	0	0	35	108	11	0	52	131	0	14	50	30	38	87	0	279	0	30	3	6	37	9	816	3	47	33	17	7	184	151	56	38	775	78	0	0	20	182	69	1124	8	62
ASV_64	0	0	0	0	3	0	139	0	0	8	0	0	0	0	0	0	0	3	323	3	3704	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	2	67	0	149	0	0	10	0	7	314	739	4	26	2	3	42	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_65	0	0	130	0	0	129	159	0	43	0	94	168	0	0	38	0	55	41	46	238	113	26	0	321	578	0	2507	0	0	0	33	228	130	65	0	0	0	13	25	127	204	105	0	0	0	0	0	0	0	0	0	0	103	10	0	0	0	21	0	0	0	58	0	1	0	0	0	0	0	0	2	0	26	0	0	0	0	0	0	0	0	0	0	0
ASV_66	1	39	172	74	0	357	156	23	22	0	50	210	395	0	42	0	16	755	12	30	35	43	0	9	13	15	3	150	108	157	83	14	144	40	21	153	50	137	3	209	29	136	0	0	0	0	42	10	6	11	53	10	92	302	624	2	58	10	62	448	19	40	0	0	0	0	0	11	52	31	0	0	0	0	2	18	2	0	0	0	0	4	0	0
ASV_67	25	208	218	199	0	112	65	92	0	21	57	268	68	87	13	103	0	85	5	148	177	69	279	146	163	226	41	143	50	93	139	12	106	41	13	75	46	47	0	133	37	47	0	0	0	0	47	0	21	72	0	46	73	20	62	62	0	280	27	30	87	22	61	64	205	240	14	114	61	290	0	27	0	0	0	21	0	0	0	0	0	0	0	0
ASV_68	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1063	1504	909	0	141	0	0	0	0	1146	0	308	0	0	0	0	2	0	0	0	0	0	0	0	8	39	0	12	0	0	0	0	0	17	21	0	4	2	0	41	0	34	135	127	0	8	50	10	0	0	6	72	0	0	0	0
ASV_69	373	685	844	704	0	523	144	143	36	0	146	136	13	0	24	1	90	0	19	0	32	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	1	0	74	0	675	42	26	0	17	0	279	4	0	30	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_70	0	0	0	0	102	6	0	0	17	268	4	27	0	0	18	313	0	0	0	0	16	0	286	0	0	0	0	0	0	0	0	0	0	37	7	0	0	0	3	9	0	0	0	613	219	145	0	0	480	106	31	0	22	266	39	333	10	0	0	0	0	1	220	0	210	0	5	147	0	48	0	114	0	51	256	206	17	9	23	235	59	523	0	60
ASV_71	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3063	0	1551	0	5	0	0	0	0	0	856	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_72	187	20	292	391	60	38	117	0	53	0	0	8	46	0	21	0	208	166	0	0	0	0	0	0	0	0	0	6	211	359	91	14	156	34	55	42	13	125	10	74	0	4	84	309	49	46	110	24	0	85	131	0	0	0	175	16	0	0	108	69	45	7	417	10	103	33	0	0	12	160	35	18	0	0	0	31	0	31	9	127	107	63	2	0
ASV_73	0	0	8	19	1137	0	6	0	0	0	0	6	95	0	46	7	21	249	2	0	1	0	0	0	0	0	0	5	99	213	314	0	209	57	0	20	14	48	21	126	0	6	459	443	305	625	0	132	86	11	10	14	12	45	105	3	16	0	0	70	0	0	0	6	15	0	0	1	10	0	20	0	0	0	55	0	0	0	0	9	0	22	0	3
ASV_74	0	0	0	0	0	0	22	0	0	678	0	0	14	17	0	98	0	0	6	0	0	0	54	0	0	0	0	0	14	8	0	0	7	27	0	22	10	15	7	14	0	9	0	0	23	32	0	0	6	65	4	613	15	27	42	371	2	21	14	0	4	0	11	0	52	0	0	0	0	0	282	130	459	2	834	243	10	29	13	441	0	15	4	23
ASV_75	0	264	351	347	0	171	489	417	27	120	119	157	28	318	84	0	79	39	0	0	45	0	0	0	56	45	0	65	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	109	0	0	79	69	93	246	24	42	152	47	576	44	23	0	38	0	0	0	3	7	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_76	0	12	22	61	0	0	122	59	0	28	52	188	81	36	9	0	20	353	6	160	156	155	0	8	66	88	8	92	194	240	126	283	302	129	22	116	48	291	24	374	57	50	0	0	0	11	0	0	0	0	14	0	67	0	120	18	0	98	0	50	14	10	0	0	37	1	0	0	0	19	16	38	0	40	150	25	0	0	0	0	0	0	0	0
ASV_77	40	151	74	92	16	33	12	0	0	49	12	0	0	0	17	26	17	0	0	7	19	14	43	1146	5	13	4	7	258	194	287	22	250	7	20	7	0	56	15	37	0	11	27	27	42	15	36	20	155	4	32	51	39	51	6	48	32	0	7	0	0	6	26	37	33	24	10	13	19	17	7	0	0	257	92	0	85	66	6	0	9	22	437	0
ASV_78	0	0	0	0	34	0	0	0	4	0	0	0	0	0	48	492	0	0	3	0	0	32	287	13	0	0	0	0	0	0	0	8	0	0	14	0	0	0	0	0	0	0	58	38	70	178	0	63	245	93	20	0	0	173	35	170	19	0	0	0	0	20	131	524	91	500	144	130	13	0	0	75	0	70	24	34	111	50	43	29	125	276	54	161
ASV_79	0	10	0	14	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	15	0	17	0	0	0	0	0	107	254	77	11	691	282	0	17	7	694	21	1028	11	20	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	308	13	204	31	39	0	133	451	50	25	15	29	28	15	7	9	23
ASV_80	0	0	0	0	7	0	79	1	4	1451	11	11	0	111	0	265	0	14	0	0	81	3	22	0	0	0	0	6	0	0	0	0	1	5	0	0	0	0	0	0	0	0	32	0	4	2	0	0	24	176	0	1330	22	67	26	390	0	270	5	10	2	0	58	0	64	5	0	16	0	10	5	0	6	0	0	0	0	0	0	9	0	0	0	0
ASV_81	0	90	62	85	55	27	51	0	0	37	3	8	12	0	13	33	0	7	141	0	112	12	8	0	0	0	0	15	242	59	283	0	884	26	8	0	1	142	0	28	0	0	94	133	141	38	37	14	174	9	0	59	24	153	0	66	0	6	0	0	0	364	94	0	10	4	1	68	3	82	31	81	87	43	105	44	10	0	0	12	0	134	11	14
ASV_82	0	0	0	0	34	0	0	0	20	69	0	0	2	0	0	14	7	12	32	0	0	4	81	0	0	0	0	0	124	226	440	4	90	10	21	0	0	94	0	69	0	0	184	98	87	46	0	92	147	0	38	65	9	7	10	65	13	0	8	0	0	121	81	39	74	90	0	34	4	0	103	126	78	668	253	50	108	58	41	160	37	149	44	48
ASV_83	6	0	2	0	0	0	0	662	2	9	98	171	46	4	2	17	17	112	33	254	715	643	0	41	365	394	125	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	231	15	94	0	0	27	29	70	53	69	0	0	0	0	0	0	16	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_84	93	432	493	216	0	205	0	11	0	0	4	0	0	0	0	18	4	36	0	0	0	0	233	0	0	0	0	0	27	23	10	7	0	42	14	35	36	38	0	120	45	43	0	9	27	8	0	0	0	89	3	2	12	0	28	0	0	0	57	20	0	0	142	86	207	658	3	0	34	0	107	0	18	77	130	27	12	121	54	0	51	85	48	126
ASV_85	66	89	60	119	26	43	0	15	9	55	0	24	13	0	0	158	10	8	0	108	156	105	160	10	0	84	0	168	99	47	13	0	370	49	6	0	7	479	33	177	11	10	153	70	46	24	46	7	52	32	11	65	22	32	38	111	8	47	11	7	9	0	234	13	149	21	0	24	18	54	8	48	0	0	34	16	9	0	6	10	0	30	2	0
ASV_86	16	28	135	62	31	103	40	0	2	14	0	46	140	0	23	20	10	128	0	63	0	163	0	0	0	0	0	0	233	92	21	11	186	128	9	56	53	61	38	481	80	63	40	17	35	86	25	13	73	61	33	0	0	86	245	26	0	0	0	105	50	16	26	145	132	63	0	96	18	7	13	116	0	0	53	51	0	2	0	38	9	12	0	9
ASV_87	0	33	26	0	0	58	20	57	0	0	33	85	26	0	76	0	154	48	8	48	235	119	43	0	13	142	0	0	0	0	0	0	0	152	32	431	154	0	201	349	573	337	0	0	0	0	0	0	0	0	63	0	81	0	52	0	104	21	0	44	9	0	0	0	0	0	0	86	48	122	0	0	0	0	0	108	0	9	0	0	0	0	0	0
ASV_88	20	358	496	398	0	726	68	0	0	223	0	47	6	8	9	270	0	0	0	0	117	0	25	0	0	91	0	40	9	9	24	0	16	29	0	13	6	18	0	91	9	5	0	0	5	0	162	12	39	74	16	100	2	180	0	172	13	84	7	0	9	7	33	2	0	0	0	0	0	14	20	0	0	0	41	8	0	0	0	0	0	22	0	0
ASV_89	0	0	0	0	0	0	4	0	1	0	0	0	12	0	0	419	0	38	3	7	90	0	44	0	0	0	0	0	56	69	79	46	17	0	0	13	0	67	0	117	15	26	0	0	0	0	0	0	18	134	0	0	0	55	23	53	0	1	0	22	5	0	122	410	1449	11	65	122	19	230	0	0	18	0	117	89	0	0	0	11	0	0	0	22
ASV_90	260	296	1551	530	9	293	299	27	0	0	1	24	0	41	3	0	3	0	0	0	51	0	0	0	0	131	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	46	22	256	17	5	0	0	0	0	1	0	20	0	120	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_91	3	43	18	51	3	0	74	90	0	869	37	85	0	117	14	540	16	1	0	0	82	5	0	58	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	45	10	0	731	39	181	0	410	0	435	15	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_92	0	1	0	0	123	0	6	0	0	78	17	61	0	0	9	0	0	15	64	20	93	0	0	0	0	0	0	0	0	0	0	0	0	24	0	3	0	0	74	75	0	4	117	142	470	336	0	56	187	208	0	90	19	63	24	106	10	0	18	7	0	153	236	106	34	127	0	155	14	57	101	125	89	8	110	0	20	14	8	52	20	47	0	0
ASV_93	17	13	108	89	0	0	211	72	18	0	0	195	56	0	79	0	247	7	0	122	47	28	37	0	8	17	0	36	65	126	255	636	139	136	15	15	66	303	89	328	52	51	0	0	0	0	223	0	0	0	0	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	5	0	0	0	0
ASV_94	42	1274	872	635	0	312	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_95	0	41	120	87	21	113	60	0	17	35	3	5	8	0	62	47	0	5	4	2	0	0	0	0	0	0	0	0	3	0	0	0	214	143	11	42	30	45	12	183	29	17	113	30	36	20	24	0	570	0	52	153	0	761	0	122	52	0	0	4	4	12	48	17	0	0	17	100	165	82	7	17	0	0	0	51	0	0	0	0	14	33	3	7
ASV_96	0	0	0	0	0	0	0	21	0	0	19	8	30	0	12	0	0	17	12	836	130	156	7	83	1302	0	34	0	71	42	0	73	0	84	0	8	0	43	0	200	20	130	0	0	0	0	0	0	0	0	7	0	14	0	26	0	1	0	0	20	21	0	0	293	0	0	0	0	65	8	0	0	0	0	0	25	0	0	0	0	0	37	9	7
ASV_97	0	0	0	1	0	0	59	0	0	26	0	39	5	43	4	20	0	9	7	64	243	9	224	0	0	7	0	15	0	0	0	0	0	29	34	6	23	0	0	22	0	6	14	0	7	0	0	6	115	77	4	173	0	10	10	28	2	83	0	2	14	31	39	2	157	4	4	83	28	77	22	51	86	22	1430	195	8	10	10	98	13	38	6	10
ASV_98	36	0	6	26	0	0	73	141	9	17	10	204	6	0	0	0	15	0	0	29	79	0	2	2537	429	61	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	7	11	0	30	0	0	7	8	0	0	0	0	5	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_99	0	0	0	0	0	0	509	0	0	0	0	0	0	0	0	0	0	0	1868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	188	2	0	0	0	0	0	21	0	20	1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	32	1685	65	0	0	10	1428	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	3	0	33	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_101	11	293	200	421	14	78	7	0	21	0	87	4	21	0	7	176	15	21	0	74	58	86	60	0	0	5	0	0	0	0	0	0	38	10	0	7	0	14	12	30	11	7	128	56	69	35	88	0	130	0	14	0	187	48	42	266	0	0	41	6	0	0	534	0	31	22	7	120	0	78	0	46	0	3	0	8	0	0	0	0	0	10	0	0
ASV_102	0	0	0	0	82	0	0	0	0	25	20	0	0	0	88	0	91	0	11	8	0	0	0	0	0	0	0	13	0	0	48	30	0	0	84	102	92	51	85	0	96	0	0	46	97	166	0	58	58	177	69	0	8	0	0	0	43	0	0	28	14	70	0	277	64	107	37	215	103	42	0	0	78	171	55	0	31	56	213	0	85	47	45	299
ASV_103	0	0	0	0	0	97	139	45	0	53	99	110	11	311	0	10	5	37	0	664	1004	15	0	173	100	116	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	52	0	0	32	0	411	20	0	0	12	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	929	694	0	70	0	0	0	0	760	0	156	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	112	86	0	0	36	10	0	0	0	25	0	0	0	0
ASV_105	0	0	0	0	0	0	0	0	5	143	0	0	5	0	4	116	3	1	0	0	25	0	54	0	0	0	0	0	29	27	17	0	15	13	0	2	0	22	0	18	7	0	17	113	94	24	0	0	545	23	7	263	6	64	9	965	0	2	7	3	4	0	449	8	51	16	0	244	7	27	0	6	11	12	0	17	9	0	0	12	0	31	8	13
ASV_106	0	0	0	0	31	0	0	0	0	0	0	0	16	0	9	0	0	27	0	0	0	0	0	0	0	0	0	0	164	176	194	81	170	137	0	0	17	101	0	621	12	0	26	8	142	21	0	35	0	28	0	0	0	0	74	0	3	0	0	16	0	2	13	0	41	0	0	189	7	128	90	192	37	0	321	7	0	0	8	29	0	286	17	65
ASV_107	0	0	0	1053	84	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	205	513	285	0	104	1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV_108	0	0	0	0	0	0	1703	0	0	97	0	0	5	0	0	76	0	11	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	0	296	0	265	0	0	0	9	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_109	80	167	127	137	0	34	370	42	35	0	34	528	42	25	5	0	110	49	50	0	14	0	0	0	0	62	0	18	85	9	8	0	398	57	18	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	84	0	122	76	43	0	0	46	161	33	14	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	2050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	566	0	0	0	0	289	0	0	0	0
ASV_111	10	16	0	0	5	0	0	0	0	0	0	3	29	0	11	18	0	22	0	0	0	0	22	0	0	3	0	0	68	53	84	0	240	384	0	64	91	159	13	1418	35	20	19	3	6	28	0	0	3	15	0	0	0	0	48	5	3	0	0	5	10	0	0	27	15	0	8	76	7	0	4	0	0	0	49	67	7	0	0	14	0	93	0	0
ASV_112	0	0	0	31	0	0	18	19	0	0	0	235	75	0	1	0	6	78	4	351	14	49	246	0	39	9	202	0	295	336	205	335	65	22	0	22	0	111	24	308	46	26	0	0	0	0	13	0	0	0	0	0	3	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_113	0	0	0	0	0	7	11	18	0	94	152	16	17	0	10	29	80	41	82	96	0	508	47	200	177	20	93	25	0	0	0	0	0	33	11	89	17	0	55	15	108	103	0	0	0	0	4	0	0	0	13	107	381	44	39	47	36	55	60	27	67	134	0	11	0	0	0	58	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
